date,medal_code,medal,code,name,gender,country_code,country,discipline,discipline_code,event_name
2026-02-22,3,BRONZE,39326,ATKIN Zoe,F,GBR,Great Britain,Freestyle Skiing,FRS,Women's Freeski Halfpipe
2026-02-22,1,GOLD,25049,BOLDY Matt,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25044,CONNOR Kyle,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25041,EICHEL Jack,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25019,FABER Brock,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25034,GUENTZEL Jake,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25053,HANIFIN Noah,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25025,HELLEBUYCK Connor,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25032,HUGHES Jack,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25055,HUGHES Quinn,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25023,KELLER Clayton,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25029,LARKIN Dylan,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25033,LaCOMBE Jackson,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25012,MATTHEWS Auston,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25042,MILLER JT,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25021,McAVOY Charlie,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25017,NELSON Brock,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25036,OETTINGER Jake,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25035,SANDERSON Jake,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25031,SLAVIN Jaccob,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25039,SWAYMAN Jeremy,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25059,THOMPSON Tage,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25014,TKACHUK Brady,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25048,TKACHUK Matthew,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25062,TROCHECK Vincent,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,1,GOLD,25063,WERENSKI Zach,M,USA,United States,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53796,BENNETT Sam,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53797,BINNINGTON Jordan,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53804,CELEBRINI Macklin,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53811,CROSBY Sidney,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53817,DOUGHTY Drew,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53840,HAGEL Brandon,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53843,HARLEY Thomas,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53847,HORVAT Bo,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53851,JARVIS Seth,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53858,KUEMPER Darcy,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53863,MAKAR Cale,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53864,MARCHAND Brad,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53866,MARNER Mitch,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53877,MORRISSEY Josh,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53862,MacKINNON Nathan,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53868,McDAVID Connor,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53884,PARAYKO Colton,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53890,REINHART Sam,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53893,SANHEIM Travis,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53899,STONE Mark,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53901,SUZUKI Nick,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53905,THEODORE Shea,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53907,THOMPSON Logan,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53910,TOEWS Devon,M,CAN,Canada,Ice Hockey,IHO,Men
2026-02-22,2,SILVER,53914,WILSON Tom,M,CAN,Canada,Ice Hockey,IHO,Men
